id,compound_name,adduct,score,precursor_mz,ion_mobility,ccs,rt,mol_formula,smiles,inchi,inchi_key,method,usi,entry_id,iupac_name,cas,internal_id,query_spectrum_usi
1,Fudosteine,[M-2H2O+H]+,0.718,144.048,,,,,N[C@@H](CSCCCO)C(=O)O,"InChI=1S/C6H13NO3S/c7-5(6(9)10)4-11-3-1-2-8/h5,8H,1-4,7H2,(H,9,10)/t5-/m0/s1",KINWYTAUPKOPCQ-YFKPBYRVSA-N,spectral_library_annotation,,CCMSLIB00012287255,,N/A,,mzspec:DATASET_ID_PLACEHOLDER:137_C:167
1,Fudosteine,[M+H]+,0.718,144.048,,,,,N[C@@H](CSCCCO)C(=O)O,"""InChI=1S/C6H13NO3S/c7-5(6(9)10)4-11-3-1-2-8/h5,8H,1-4,7H2,(H,9,10)/t5-/m0/s1""",KINWYTAUPKOPCQ-YFKPBYRVSA-N,spectral_library_annotation,,CCMSLIB00010146275,,N/A,,mzspec:DATASET_ID_PLACEHOLDER:137_C:167
7,Spectral Match to Tyr-Pro from NIST14,[M-H2O+H]+,0.727,261.123,,,,,C1C[C@H](N(C1)C(=O)[C@H](CC2=CC=C(C=C2)O)N)C(=O)O,"InChI=1S/C14H18N2O4/c15-11(8-9-3-5-10(17)6-4-9)13(18)16-7-1-2-12(16)14(19)20/h3-6,11-12,17H,1-2,7-8,15H2,(H,19,20)/t11-,12-/m0/s1",N/A,spectral_library_annotation,,CCMSLIB00003136764,,N/A,,"mzspec:DATASET_ID_PLACEHOLDER:137_C:195,244,295,344"
9,LEUCINE,[M-H2O+H]+,0.957,114.091,,,,,CC(C)C[C@H](N)C(O)=O,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1",N/A,spectral_library_annotation,,CCMSLIB00013583197,,61-90-5,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:304,339"
9,Cyclohexanone oxime_CE15,[M+H]+,0.954,114.091,,,,,ON=C1CCCCC1,"""InChI=1S/C6H11NO/c8-7-6-4-2-1-3-5-6/h8H,1-5H2""",N/A,spectral_library_annotation,,CCMSLIB00013940390,,100-64-1,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:304,339"
9,Cyclohexanone oxime_CE30,[M+H]+,0.951,114.091,,,,,ON=C1CCCCC1,"""InChI=1S/C6H11NO/c8-7-6-4-2-1-3-5-6/h8H,1-5H2""",N/A,spectral_library_annotation,,CCMSLIB00013940391,,100-64-1,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:304,339"
9,Cyclohexanone oxime,[M+H]+,0.935,114.091,,,,,ON=C1CCCCC1,VEZUQRBDRNJBJY-UHFFFAOYSA-N,N/A,spectral_library_annotation,,CCMSLIB00012728762,,100-64-1,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:304,339"
9,Cyclohexanone oxime_CE45,[M+H]+,0.843,114.091,,,,,ON=C1CCCCC1,"""InChI=1S/C6H11NO/c8-7-6-4-2-1-3-5-6/h8H,1-5H2""",N/A,spectral_library_annotation,,CCMSLIB00013940393,,100-64-1,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:304,339"
16,cyclo(L-Val-L-Pro),[M+H]+,0.943,197.129,,,,,CC(C)[C@H]1C(=O)N2CCC[C@H]2C(=O)N1,"InChI=1S/C10H16N2O2/c1-6(2)8-10(14)12-5-3-4-7(12)9(13)11-8/h6-8H,3-5H2,1-2H3,(H,11,13)/t7-,8-/m0/s1",N/A,spectral_library_annotation,,CCMSLIB00000007145,,285-40-2,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:344,383,423;mzspec:DATASET_ID_PLACEHOLDER:137_C:357,404,452,501"
16,cyclo(L-Val-L-Pro),[M+H]+,0.925,197.129,,,,,CC(C)[C@H]1C(=O)N2CCC[C@H]2C(=O)N1,"InChI=1S/C10H16N2O2/c1-6(2)8-10(14)12-5-3-4-7(12)9(13)11-8/h6-8H,3-5H2,1-2H3,(H,11,13)/t7-,8-/m0/s1",N/A,spectral_library_annotation,,CCMSLIB00000007146,,285-40-2,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:344,383,423;mzspec:DATASET_ID_PLACEHOLDER:137_C:357,404,452,501"
16,cyclo(L-Val-L-Pro),[M+H]+,0.885,197.129,,,,,CC(C)[C@H]1C(=O)N2CCC[C@H]2C(=O)N1,"InChI=1S/C10H16N2O2/c1-6(2)8-10(14)12-5-3-4-7(12)9(13)11-8/h6-8H,3-5H2,1-2H3,(H,11,13)/t7-,8-/m0/s1",N/A,spectral_library_annotation,,CCMSLIB00000007147,,285-40-2,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:344,383,423;mzspec:DATASET_ID_PLACEHOLDER:137_C:357,404,452,501"
16,cyclo(L-Val-L-Pro),[M+H]+,0.823,197.129,,,,,CC(C)[C@H]1C(=O)N2CCC[C@H]2C(=O)N1,"InChI=1S/C10H16N2O2/c1-6(2)8-10(14)12-5-3-4-7(12)9(13)11-8/h6-8H,3-5H2,1-2H3,(H,11,13)/t7-,8-/m0/s1",N/A,spectral_library_annotation,,CCMSLIB00000007148,,285-40-2,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:344,383,423;mzspec:DATASET_ID_PLACEHOLDER:137_C:357,404,452,501"
12,Spectral Match to Tyr-Pro from NIST14,[M-H2O+H]+,0.753,261.123,,,,,C1C[C@H](N(C1)C(=O)[C@H](CC2=CC=C(C=C2)O)N)C(=O)O,"InChI=1S/C14H18N2O4/c15-11(8-9-3-5-10(17)6-4-9)13(18)16-7-1-2-12(16)14(19)20/h3-6,11-12,17H,1-2,7-8,15H2,(H,19,20)/t11-,12-/m0/s1",N/A,spectral_library_annotation,,CCMSLIB00003136764,,N/A,,"mzspec:DATASET_ID_PLACEHOLDER:137_C:491,542,591"
25,5654-86-4,[M+H]+,0.852,211.144,,,,,CC(C)CC1NC(=O)C2CCCN2C1=O,"InChI=1S/C11H18N2O2/c1-7(2)6-8-11(15)13-5-3-4-9(13)10(14)12-8/h7-9H,3-6H2,1-2H3,(H,12,14)",SZJNCZMRZAUNQT-UHFFFAOYSA-N,spectral_library_annotation,,CCMSLIB00012440740,,N/A,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:785,823,860,942,993;mzspec:DATASET_ID_PLACEHOLDER:137_C:1013,1064,1114,1167,1224"
25,5654-86-4,[M+H]+,0.852,211.144104,,,0.6037496,C11H18N2O2,CC(C)CC1NC(=O)C2CCCN2C1=O,"InChI=1S/C11H18N2O2/c1-7(2)6-8-11(15)13-5-3-4-9(13)10(14)12-8/h7-9H,3-6H2,1-2H3,(H,12,14)",SZJNCZMRZAUNQT-UHFFFAOYSA-N,spectral_library_annotation,"[""mzspec:MSV000094528:20230404_pluskal_nih_08P_C2_id_positive:270"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_C2_id_positive:271"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_C2_id_positive:272""]",,,,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:785,823,860,942,993;mzspec:DATASET_ID_PLACEHOLDER:137_C:1013,1064,1114,1167,1224"
25,5654-86-4,[M+H]+,0.845,211.144,,,,,CC(C)CC1NC(=O)C2CCCN2C1=O,"InChI=1S/C11H18N2O2/c1-7(2)6-8-11(15)13-5-3-4-9(13)10(14)12-8/h7-9H,3-6H2,1-2H3,(H,12,14)",SZJNCZMRZAUNQT-UHFFFAOYSA-N,spectral_library_annotation,,CCMSLIB00012440742,,N/A,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:785,823,860,942,993;mzspec:DATASET_ID_PLACEHOLDER:137_C:1013,1064,1114,1167,1224"
25,5654-86-4,[M+H]+,0.845,211.144104,,,0.6037496,C11H18N2O2,CC(C)CC1NC(=O)C2CCCN2C1=O,"InChI=1S/C11H18N2O2/c1-7(2)6-8-11(15)13-5-3-4-9(13)10(14)12-8/h7-9H,3-6H2,1-2H3,(H,12,14)",SZJNCZMRZAUNQT-UHFFFAOYSA-N,spectral_library_annotation,"[""mzspec:MSV000094528:20230404_pluskal_nih_08P_C2_id_positive:271""]",,,,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:785,823,860,942,993;mzspec:DATASET_ID_PLACEHOLDER:137_C:1013,1064,1114,1167,1224"
25,5654-86-4,[M+H]+,0.811,211.144104,,,0.6037496,C11H18N2O2,CC(C)CC1NC(=O)C2CCCN2C1=O,"InChI=1S/C11H18N2O2/c1-7(2)6-8-11(15)13-5-3-4-9(13)10(14)12-8/h7-9H,3-6H2,1-2H3,(H,12,14)",SZJNCZMRZAUNQT-UHFFFAOYSA-N,spectral_library_annotation,"[""mzspec:MSV000094528:20230404_pluskal_nih_08P_C2_id_positive:270"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_C2_id_positive:271"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_C2_id_positive:272"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_C2_id_positive:273"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_C2_id_positive:274"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_C2_id_positive:275"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_C2_id_positive:276"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_C2_id_positive:277"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_C2_id_positive:278"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_C2_id_positive:279"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_C2_id_positive:280"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_C2_id_positive:281""]",,,,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:785,823,860,942,993;mzspec:DATASET_ID_PLACEHOLDER:137_C:1013,1064,1114,1167,1224"
25,5654-86-4,[M+H]+,0.811,211.144,,,,,CC(C)CC1NC(=O)C2CCCN2C1=O,"InChI=1S/C11H18N2O2/c1-7(2)6-8-11(15)13-5-3-4-9(13)10(14)12-8/h7-9H,3-6H2,1-2H3,(H,12,14)",SZJNCZMRZAUNQT-UHFFFAOYSA-N,spectral_library_annotation,,CCMSLIB00012440739,,N/A,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:785,823,860,942,993;mzspec:DATASET_ID_PLACEHOLDER:137_C:1013,1064,1114,1167,1224"
25,Cyclo-Ile-Pro-diketopiperazine,[M+H]+,0.804,211.144104,,,0.6271272,C11H18N2O2,CCC(C)C1NC(=O)C2CCCN2C1=O,"InChI=1S/C11H18N2O2/c1-3-7(2)9-11(15)13-6-4-5-8(13)10(14)12-9/h7-9H,3-6H2,1-2H3,(H,12,14)",ZDACRNZBFJOLTC-UHFFFAOYSA-N,spectral_library_annotation,"[""mzspec:MSV000094528:20230404_pluskal_nih_08P_A11_id_positive:569""]",,,,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:785,823,860,942,993;mzspec:DATASET_ID_PLACEHOLDER:137_C:1013,1064,1114,1167,1224"
25,Cyclo-Ile-Pro-diketopiperazine,[M+H]+,0.804,211.144,,,,,CCC(C)C1NC(=O)C2CCCN2C1=O,"InChI=1S/C11H18N2O2/c1-3-7(2)9-11(15)13-6-4-5-8(13)10(14)12-9/h7-9H,3-6H2,1-2H3,(H,12,14)",ZDACRNZBFJOLTC-UHFFFAOYSA-N,spectral_library_annotation,,CCMSLIB00012440378,,N/A,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:785,823,860,942,993;mzspec:DATASET_ID_PLACEHOLDER:137_C:1013,1064,1114,1167,1224"
25,Cyclo-Ile-Pro-diketopiperazine,[M+H]+,0.784,211.144104,,,0.6271272,C11H18N2O2,CCC(C)C1NC(=O)C2CCCN2C1=O,"InChI=1S/C11H18N2O2/c1-3-7(2)9-11(15)13-6-4-5-8(13)10(14)12-9/h7-9H,3-6H2,1-2H3,(H,12,14)",ZDACRNZBFJOLTC-UHFFFAOYSA-N,spectral_library_annotation,"[""mzspec:MSV000094528:20230404_pluskal_nih_08P_A11_id_positive:568"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_A11_id_positive:569"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_A11_id_positive:570""]",,,,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:785,823,860,942,993;mzspec:DATASET_ID_PLACEHOLDER:137_C:1013,1064,1114,1167,1224"
25,Cyclo-Ile-Pro-diketopiperazine,[M+H]+,0.784,211.144,,,,,CCC(C)C1NC(=O)C2CCCN2C1=O,"InChI=1S/C11H18N2O2/c1-3-7(2)9-11(15)13-6-4-5-8(13)10(14)12-9/h7-9H,3-6H2,1-2H3,(H,12,14)",ZDACRNZBFJOLTC-UHFFFAOYSA-N,spectral_library_annotation,,CCMSLIB00012440376,,N/A,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:785,823,860,942,993;mzspec:DATASET_ID_PLACEHOLDER:137_C:1013,1064,1114,1167,1224"
25,Cyclo-Ile-Pro-diketopiperazine,[M+H]+,0.753,211.144104,,,0.6271272,C11H18N2O2,CCC(C)C1NC(=O)C2CCCN2C1=O,"InChI=1S/C11H18N2O2/c1-3-7(2)9-11(15)13-6-4-5-8(13)10(14)12-9/h7-9H,3-6H2,1-2H3,(H,12,14)",ZDACRNZBFJOLTC-UHFFFAOYSA-N,spectral_library_annotation,"[""mzspec:MSV000094528:20230404_pluskal_nih_08P_A11_id_positive:568"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_A11_id_positive:569"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_A11_id_positive:570"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_A11_id_positive:571"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_A11_id_positive:572"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_A11_id_positive:573"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_A11_id_positive:574"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_A11_id_positive:575"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_A11_id_positive:576"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_A11_id_positive:577"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_A11_id_positive:578"",""mzspec:MSV000094528:20230404_pluskal_nih_08P_A11_id_positive:579""]",,,,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:785,823,860,942,993;mzspec:DATASET_ID_PLACEHOLDER:137_C:1013,1064,1114,1167,1224"
25,Cyclo-Ile-Pro-diketopiperazine,[M+H]+,0.753,211.144,,,,,CCC(C)C1NC(=O)C2CCCN2C1=O,"InChI=1S/C11H18N2O2/c1-3-7(2)9-11(15)13-6-4-5-8(13)10(14)12-9/h7-9H,3-6H2,1-2H3,(H,12,14)",ZDACRNZBFJOLTC-UHFFFAOYSA-N,spectral_library_annotation,,CCMSLIB00012440375,,N/A,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:785,823,860,942,993;mzspec:DATASET_ID_PLACEHOLDER:137_C:1013,1064,1114,1167,1224"
25,Cyclo-Ile-Pro-diketopiperazine,[M+H]+,0.729,211.144104,,,0.6271272,C11H18N2O2,CCC(C)C1NC(=O)C2CCCN2C1=O,"InChI=1S/C11H18N2O2/c1-3-7(2)9-11(15)13-6-4-5-8(13)10(14)12-9/h7-9H,3-6H2,1-2H3,(H,12,14)",ZDACRNZBFJOLTC-UHFFFAOYSA-N,spectral_library_annotation,"[""mzspec:MSV000094528:20230404_pluskal_nih_08P_A11_id_positive:568""]",,,,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:785,823,860,942,993;mzspec:DATASET_ID_PLACEHOLDER:137_C:1013,1064,1114,1167,1224"
25,Cyclo-Ile-Pro-diketopiperazine,[M+H]+,0.729,211.144,,,,,CCC(C)C1NC(=O)C2CCCN2C1=O,"InChI=1S/C11H18N2O2/c1-3-7(2)9-11(15)13-6-4-5-8(13)10(14)12-9/h7-9H,3-6H2,1-2H3,(H,12,14)",ZDACRNZBFJOLTC-UHFFFAOYSA-N,spectral_library_annotation,,CCMSLIB00012440379,,N/A,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:785,823,860,942,993;mzspec:DATASET_ID_PLACEHOLDER:137_C:1013,1064,1114,1167,1224"
40,val-leu-pro-val-pro-gln,[M+H]+,0.928,652.4,,,,,N1(C(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@@H](NC(=O)[C@@H](N)C(C)C)CC(C)C)CCC2)C(C)C)C(C(=O)N[C@H](C(=O)O)CCC(=O)N)CCC1, , ,spectral_library_annotation,,CCMSLIB00004679264,, ,,"mzspec:DATASET_ID_PLACEHOLDER:137_C:1225,1283,1342,1401"
41,Spectral Match to PyroGlu-Phe from NIST14,[M+H]+,0.807,277.118,,,,,C1CC(=O)NC1C(=O)NC(CC2=CC=CC=C2)C(=O)O,"InChI=1S/C14H16N2O4/c17-12-7-6-10(15-12)13(18)16-11(14(19)20)8-9-4-2-1-3-5-9/h1-5,10-11H,6-8H2,(H,15,17)(H,16,18)(H,19,20)",N/A,spectral_library_annotation,,CCMSLIB00003135167,,N/A,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1075,1123"
41,Spectral Match to PyroGlu-Phe from NIST14,[M+H]+,0.754,277.119,,,,,O=C(N[C@@](C(O)=O)([H])CC1=CC=CC=C1)[C@H]2NC(CC2)=O,"InChI=1S/C14H16N2O4/c17-12-7-6-10(15-12)13(18)16-11(14(19)20)8-9-4-2-1-3-5-9/h1-5,10-11H,6-8H2,(H,15,17)(H,16,18)(H,19,20)/t10-,11-/m0/s1",N/A,spectral_library_annotation,,CCMSLIB00003137591,,N/A,,"mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1075,1123"
59,NSC351976,[M+H]+,0.781,284.139,,,,,O=C1NC(Cc2c[nH]c3ccccc23)C(=O)N2CCCC12,"InChI=1S/C16H17N3O2/c20-15-14-6-3-7-19(14)16(21)13(18-15)8-10-9-17-12-5-2-1-4-11(10)12/h1-2,4-5,9,13-14,17H,3,6-8H2,(H,18,20)",RYFZBPVMVYTEKZ-UHFFFAOYSA-N,spectral_library_annotation,,CCMSLIB00012438441,,N/A,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1166;mzspec:DATASET_ID_PLACEHOLDER:137_C:1479
59,NSC351976,[M+H]+,0.781,284.13935299999997,,,0.6191522,C16H17N3O2,O=C1NC(Cc2c[nH]c3ccccc23)C(=O)N2CCCC12,"InChI=1S/C16H17N3O2/c20-15-14-6-3-7-19(14)16(21)13(18-15)8-10-9-17-12-5-2-1-4-11(10)12/h1-2,4-5,9,13-14,17H,3,6-8H2,(H,18,20)",RYFZBPVMVYTEKZ-UHFFFAOYSA-N,spectral_library_annotation,"[""mzspec:MSV000094528:20230404_pluskal_nih_04P_G3_id_positive:271""]",,,,,mzspec:DATASET_ID_PLACEHOLDER:RSZ_C:1166;mzspec:DATASET_ID_PLACEHOLDER:137_C:1479
